4231	2016-01-14	64180	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0	1.0.0	64177		
4231	2016-01-14	64181	flexbar_no_split	2.5	64179	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_head_tool/1.0.0	1.0.0
4231	2016-01-14	64184	remove_tail.py	0.1.0	64181	flexbar_no_split	2.5
4231	2016-01-14	64186	extract_bcs.py	1.0.0	64185	extract_bcs.py	1.0.0
4231	2016-01-14	64190	extract_bcs.py	1.0.0	64188	flexbar_split_RR_bcs	2.5
4231	2016-01-14	64192	flexbardsc	2.5	64190	extract_bcs.py	1.0.0
4231	2016-01-14	64192	flexbardsc	2.5	64190	extract_bcs.py	1.0.0
4232	2016-01-14	64197	flexbar_no_split	2.5	64194		
4232	2016-01-14	64198	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0	1.0.0	64196		
4232	2016-01-14	64201	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	64198	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0	1.0.0
4232	2016-01-14	64205	flexbar_split_RR_bcs	2.5	64199	remove_tail.py	0.1.0
4232	2016-01-14	64207	extract_bcs.py	1.0.0	64205	flexbar_split_RR_bcs	2.5
4232	2016-01-14	64209	flexbardsc	2.5	64207	extract_bcs.py	1.0.0
4233	2016-01-14	64213	extract_bcs.py	1.0.0	64210	flexbar_no_split	2.5
4233	2016-01-14	64212	remove_tail.py	0.1.0	64210	flexbar_no_split	2.5
4233	2016-01-14	64214	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	64211	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0	1.0.0
4233	2016-01-14	64218	flexbar_split_RR_bcs	2.5	64216	extract_bcs.py	1.0.0
4233	2016-01-14	64218	flexbar_split_RR_bcs	2.5	64217	convert_bc_to_binary_RY.py	0.1.0
4233	2016-01-14	64221	flexbardsc	2.5	64218	flexbar_split_RR_bcs	2.5
4233	2016-01-14	64222	flexbardsc	2.5	64220	extract_bcs.py	1.0.0
4235	2016-06-06	64246	remove_tail.py	0.1.0	64244	flexbar_no_split	2.5
4235	2016-06-06	64249	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	64245	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sed_tool/1.0.0	1.0.0
4235	2016-06-06	64250	extract_bcs.py	1.0.0	64247	extract_bcs.py	1.0.0
4235	2016-06-06	64256	flexbardsc	2.5	64254	extract_bcs.py	1.0.0
4235	2016-06-06	64244	flexbar_no_split	2.5	64258		
4237	2016-01-15	64271	extract_aln_ends.py	0.2.0	64270	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2	0.0.2
4237	2016-01-15	64274	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed_bedgraph/2.19.0	2.19.0	64273	rm_spurious_events.py	0.1.0
4238	2016-02-10	64281	remove_tail.py	0.1.0	64279	flexbar_no_split	2.5
4238	2016-02-10	64284	extract_bcs.py	1.0.0	64283	extract_bcs.py	1.0.0
4238	2016-02-10	64285	convert_bc_to_binary_RY.py	0.1.0	64284	extract_bcs.py	1.0.0
4238	2016-02-10	64288	flexbardsc	2.5	64286	flexbar_split_RYYR_bcs	2.5
4238	2016-02-10	64287	flexbardsc	2.5	64286	flexbar_split_RYYR_bcs	2.5
4241	2016-01-15	64314	extract_aln_ends.py	0.2.0	64313	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2	0.0.2
4241	2016-01-15	64315	merge_pcr_duplicates.py	0.1.0	64314	extract_aln_ends.py	0.2.0
4249	2016-01-15	64350	toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/1.0.0	1.0.0	64351		
4254	2016-01-27	64396	merge_pcr_duplicates.py	0.1.0	64395	extract_aln_ends.py	0.2.0
4254	2016-01-27	64398	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed_bedgraph/2.19.0	2.19.0	64397	rm_spurious_events.py	0.1.0
4254	2016-01-27	64400	wig_to_bigWig	1.1.0	64398	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed_bedgraph/2.19.0	2.19.0
4261	2016-01-17	64443	toolshed.g2.bx.psu.edu/repos/devteam/merge_cols/mergeCols1/1.0.1	1.0.1	64440	toolshed.g2.bx.psu.edu/repos/devteam/add_value/addValue/1.0.0	1.0.0
4261	2016-01-17	64442	Convert characters1	1.0.0	64441	Grouping1	2.1.0
4263	2016-01-18	64458	Cut1	1.0.2	64456	Filter1	1.1.0
4263	2016-01-18	64460	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.0.0	1.0.0	64458	Cut1	1.0.2
4263	2016-01-18	64461	hgv_david	1.0.0	64459	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_tail_tool/1.0.0	1.0.0
4266	2016-01-19	64495	Filter1	1.1.0	64489	Filter1	1.1.0
4266	2016-01-19	64494	Filter1	1.1.0	64489	Filter1	1.1.0
4266	2016-01-19	64490	Filter1	1.1.0	64489	Filter1	1.1.0
4266	2016-01-19	64496	Cut1	1.0.2	64490	Filter1	1.1.0
4266	2016-01-19	64489	Filter1	1.1.0	64508		
4268	2016-01-20	64520	Filter1	1.1.0	64518	Filter1	1.1.0
4270	2016-01-20	64533	Filter1	1.1.0	64532		
4270	2016-01-20	64539	Filter1	1.1.0	64536	Filter1	1.1.0
4272	2016-01-20	64551	Filter1	1.1.0	64550		
4272	2016-01-20	64557	Filter1	1.1.0	64554	Filter1	1.1.0
4275	2016-01-21	64566	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.22.0	2.22.0	64564		
4276	2016-01-25	64575	p_clip_peaks	1.0.0	64574	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat/0.1.0	0.1.0
4276	2016-01-25	64576	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	64575	p_clip_peaks	1.0.0
4276	2016-01-25	64580	toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2/2.1.8.0	2.1.8.0	64577	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1
4276	2016-01-25	64581	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0	1.0.0	64580	toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2/2.1.8.0	2.1.8.0
4276	2016-01-25	64577	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1	64585	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0	2.22.0
4277	2016-01-25	64596	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat/0.1.0	0.1.0	64595	toolshed.g2.bx.psu.edu/repos/rnateam/blockbuster/blockbuster/0.1.2	0.1.2
4277	2016-01-25	64604	Filter1	1.1.0	64603	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0	1.0.0
4277	2016-01-25	64605	comp1	1.0.2	64604	Filter1	1.1.0
4277	2016-01-25	64599	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1	64607	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0	2
4279	2016-01-25	64616	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0	2	64613	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0	2.22.0
4279	2016-01-25	64626	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1	64616	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0	2
4279	2016-01-25	64628	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	64625	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0
4279	2016-01-25	64613	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0	2.22.0	64635		
4281	2016-01-25	64666	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0	2	64663	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0	2.22.0
4281	2016-01-25	64675	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1	64666	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0	2
4281	2016-01-25	64668	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0	1.0.0	64667	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0
4281	2016-01-25	64670	toolshed.g2.bx.psu.edu/repos/rnateam/blockbuster/blockbuster/0.1.2	0.1.2	64669	toolshed.g2.bx.psu.edu/repos/bgruening/split_file_on_column/tp_split_on_column/0.2	0.2
4281	2016-01-25	64672	p_clip_peaks	1.0.0	64671	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat/0.1.0	0.1.0
4281	2016-01-25	64675	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1	64673	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0
4281	2016-01-25	64677	toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2/2.1.8.0	2.1.8.0	64674	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1
4281	2016-01-25	64681	comp1	1.0.2	64676	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0
4281	2016-01-25	64678	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0	1.0.0	64677	toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2/2.1.8.0	2.1.8.0
4281	2016-01-25	64681	comp1	1.0.2	64679	Filter1	1.1.0
4281	2016-01-25	64682	comp1	1.0.2	64680	Filter1	1.1.0
4281	2016-01-25	64663	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0	2.22.0	64684		
4281	2016-01-25	64661	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat/0.1.0	0.1.0	64684		
4284	2016-01-26	64733	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	64731	toolshed.g2.bx.psu.edu/repos/agordon/datamash_wrapper/DatamashOps/1.0.6	1.0.6
4284	2016-01-26	64736	p_clip_peaks	1.0.0	64735	toolshed.g2.bx.psu.edu/repos/rnateam/blockbuster/blockbuster/0.1.2	0.1.2
4284	2016-01-26	64737	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	64736	p_clip_peaks	1.0.0
4284	2016-01-26	64740	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	64737	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0
4284	2016-01-26	64738	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1	64737	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0
4284	2016-01-26	64741	toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2/2.1.8.0	2.1.8.0	64738	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1
4284	2016-01-26	64742	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0	1.0.0	64741	toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2/2.1.8.0	2.1.8.0
4284	2016-01-26	64745	comp1	1.0.2	64743	Filter1	1.1.0
4284	2016-01-26	64729	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0	2.22.0	64748		
4285	2016-01-25	64763	toolshed.g2.bx.psu.edu/repos/rnateam/blockbuster/blockbuster/0.1.2	0.1.2	64754	toolshed.g2.bx.psu.edu/repos/bgruening/split_file_on_column/tp_split_on_column/0.2	0.2
4285	2016-01-25	64764	comp1	1.0.2	64756	Filter1	1.1.0
4285	2016-01-25	64767	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1	64761	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0	2
4285	2016-01-25	64768	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1	64762	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0	2
4286	2016-01-25	64773	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0	2	64770	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2	0.0.2
4286	2016-01-25	64774	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat/0.1.0	0.1.0	64771	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.22.0	2.22.0
4286	2016-01-25	64783	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1	64772	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0	2
4286	2016-01-25	64776	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	64775	toolshed.g2.bx.psu.edu/repos/agordon/datamash_wrapper/DatamashOps/1.0.6	1.0.6
4286	2016-01-25	64782	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	64781	p_clip_peaks	1.0.0
4286	2016-01-25	64784	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1	64782	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0
4286	2016-01-25	64769	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2	0.0.2	64790		
4286	2016-01-25	64770	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2	0.0.2	64791		
4287	2016-01-25	64799	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2		64792		
4287	2016-01-25	64800	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2		64793		
4287	2016-01-25	64807	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0		64799	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2	
4287	2016-01-25	64806	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0		64799	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2	
4287	2016-01-25	64813	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1		64808	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0	
4289	2016-01-26	64840	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0	2	64837	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.22.0	2.22.0
4289	2016-01-26	64844	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0	1.0.0	64843	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0
4289	2016-01-26	64846	p_clip_peaks	1.0.0	64845	toolshed.g2.bx.psu.edu/repos/rnateam/blockbuster/blockbuster/0.1.2	0.1.2
4289	2016-01-26	64851	toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2/2.1.8.0	2.1.8.0	64848	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1
4289	2016-01-26	64851	toolshed.g2.bx.psu.edu/repos/iuc/deseq2/deseq2/2.1.8.0	2.1.8.0	64849	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1
4289	2016-01-26	64838	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat/0.1.0	0.1.0	64858		
4290	2016-01-27	64869	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0	1.0.0	64868	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0
4290	2016-01-27	64871	p_clip_peaks	1.0.0	64870	blockbuster	0.1.1.2
4290	2016-01-27	64875	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	64872	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0
4290	2016-01-27	64873	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1	64872	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0
4294	2016-01-27	64933	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2		64928	secretbt2test	
4294	2016-01-27	64931	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2		64928	secretbt2test	
4294	2016-01-27	64941	extract_aln_ends.py		64935	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2	
4294	2016-01-27	64939	extract_aln_ends.py		64935	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2	
4294	2016-01-27	64949	merge_pcr_duplicates.py		64942	extract_aln_ends.py	
4294	2016-01-27	64944	merge_pcr_duplicates.py		64942	extract_aln_ends.py	
4294	2016-01-27	64952	rm_spurious_events.py		64949	merge_pcr_duplicates.py	
4294	2016-01-27	64965	coords2clnt.py		64955	rm_spurious_events.py	
4294	2016-01-27	64957	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed_bedgraph/2.19.0		64955	rm_spurious_events.py	
4294	2016-01-27	64972	wig_to_bigWig		64961	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed_bedgraph/2.19.0	
4294	2016-01-27	64971	wig_to_bigWig		64961	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed_bedgraph/2.19.0	
4294	2016-01-27	64970	wig_to_bigWig		64961	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed_bedgraph/2.19.0	
4299	2016-06-21	65010	get_subontology_from	1.22	65018		
4299	2016-06-21	65009	get_subontology_from	1.22	65018		
4300	2016-01-27	65028	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0	2	65020	secretbt2test	2.2.6
4300	2016-01-27	65022	extract_aln_ends.py	0.2.0	65021	toolshed.g2.bx.psu.edu/repos/devteam/sam_bitwise_flag_filter/sam_bw_filter/1.0.0	1.0.0
4300	2016-01-27	65020	secretbt2test	2.2.6	65029		
4303	2016-01-27	65063	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	65056	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0	2
4303	2016-01-27	65058	merge_pcr_duplicates.py	0.1.0	65057	extract_aln_ends.py	0.2.0
4304	2016-02-08	65068	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	65067	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0	2
4304	2016-02-08	65071	rm_spurious_events.py	0.1.0	65070	merge_pcr_duplicates.py	0.1.0
4304	2016-02-08	65072	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed_bedgraph/2.19.0	2.19.0	65071	rm_spurious_events.py	0.1.0
4304	2016-02-08	65070	merge_pcr_duplicates.py	0.1.0	65076		
4305	2016-01-27	65098	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.22.0	2.22.0	65078	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2	0.0.2
4305	2016-01-27	65088	blockbuster	0.1.1.2	65087	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0	1.0.0
4305	2016-01-27	65090	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0	65089	p_clip_peaks	1.0.0
4305	2016-01-27	65096	Filter1	1.1.0	65095	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0	1.0.0
4305	2016-01-27	65082	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat/0.1.0	0.1.0	65098	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.22.0	2.22.0
4305	2016-01-27	65100	comp1	1.0.2	65099	Filter1	1.1.0
4307	2016-01-27	65135	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCompare/1.5.11.0	1.5.11.0	65132	toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/1.136.0	1.136.0
4307	2016-01-27	65135	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCompare/1.5.11.0	1.5.11.0	65134	toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/1.136.0	1.136.0
4307	2016-01-27	65137	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.5.11.0	1.5.11.0	65135	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCompare/1.5.11.0	1.5.11.0
4307	2016-01-27	65140	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_heatmapper/1.5.11.0	1.5.11.0	65137	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.5.11.0	1.5.11.0
4307	2016-01-27	65126	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.6	0.6	65143		
4309	2016-01-28	65166	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.22.0	2.22.0	65164	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2	0.0.2
4309	2016-01-28	65169	toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0	2	65165	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2	0.0.2
4309	2016-01-28	65168	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.22.0	2.22.0	65165	toolshed.g2.bx.psu.edu/repos/devteam/bamtools_filter/bamFilter/0.0.2	0.0.2
4309	2016-01-28	65170	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat/0.1.0	0.1.0	65166	toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.22.0	2.22.0
4309	2016-01-28	65173	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1	65171	toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0	1.0.0
4316	2016-01-27	65262	toolshed.g2.bx.psu.edu/repos/devteam/samtools_sort/samtools_sort/2.0	2	65260	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.6	0.6
4316	2016-01-27	65277	toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectInsertSizeMetrics/1.136.0	1.136.0	65267	toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/1.136.0	1.136.0
4316	2016-01-27	65270	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCompare/1.5.11.0	1.5.11.0	65267	toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/1.136.0	1.136.0
4316	2016-01-27	65263	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeGCBias/1.5.11.0	1.5.11.0	65267	toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MarkDuplicates/1.136.0	1.136.0
4316	2016-01-27	65274	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_heatmapper/1.5.11.0	1.5.11.0	65271	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.5.11.0	1.5.11.0
4316	2016-01-27	65273	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_heatmapper/1.5.11.0	1.5.11.0	65271	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.5.11.0	1.5.11.0
4324	2016-01-27	65387	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1	65391		
4324	2016-01-27	65388	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1	65392		
4324	2016-01-27	65387	toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1	0.6.1galaxy1	65392		
4329	2016-01-28	65480	toolshed.g2.bx.psu.edu/repos/devteam/samtools_sort/samtools_sort/2.0	2	65478	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.6	0.6
4329	2016-01-28	65479	toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.6	0.6	65485		
4331	2016-01-28	65516	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_heatmapper/1.5.11.0	1.5.11.0	65512	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.5.11.0	1.5.11.0
4331	2016-01-28	65519	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_heatmapper/1.5.11.0	1.5.11.0	65513	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.5.11.0	1.5.11.0
4331	2016-01-28	65518	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_heatmapper/1.5.11.0	1.5.11.0	65513	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeMatrix/1.5.11.0	1.5.11.0
4331	2016-01-28	65511	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCompare/1.5.11.0	1.5.11.0	65524		
4331	2016-01-28	65509	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_bamCorrelate/1.5.11.0	1.5.11.0	65524		
4331	2016-01-28	65510	toolshed.g2.bx.psu.edu/repos/bgruening/deeptools/deeptools_computeGCBias/1.5.11.0	1.5.11.0	65525		
